"","chr_id","type","feature","start","stop","strand","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","tag","transcript_support_level","exon_number","exon_id","exon_version","protein_id","protein_version","ccds_id","is_poisonous_exon"
"ENSG00000131697.12990","1","havana","exon",5888460,5888610,"-","ENSG00000131697","18","NPHP4","ensembl_havana","protein_coding","ENST00000466897","1","NPHP4-205","havana","nonsense_mediated_decay","cds_start_NF","1","4","ENSE00001878965","1",NA,NA,NA,TRUE
"ENSG00000131711.827011","5","havana","exon",72116422,72116453,"+","ENSG00000131711","15","MAP1B","ensembl_havana","protein_coding","ENST00000513526","6","MAP1B-206","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002067617","2",NA,NA,NA,TRUE
"ENSG00000131748.2399245","17","havana","exon",39660160,39660273,"+","ENSG00000131748","16","STARD3","ensembl_havana","protein_coding","ENST00000583884","5","STARD3-226","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00002684675","1",NA,NA,NA,TRUE
"ENSG00000131773.1374271","8","havana","exon",135646993,135647142,"+","ENSG00000131773","14","KHDRBS3","ensembl_havana","protein_coding","ENST00000521461","5","KHDRBS3-207","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00002092659","1",NA,NA,NA,TRUE
"ENSG00000131778.150410","1","havana","exon",147256531,147256570,"+","ENSG00000131778","19","CHD1L","ensembl_havana","protein_coding","ENST00000651226","1","CHD1L-219","havana","nonsense_mediated_decay",NA,NA,"5","ENSE00003843907","1",NA,NA,NA,TRUE
"ENSG00000131778.150739","1","havana","exon",147254898,147254976,"+","ENSG00000131778","19","CHD1L","ensembl_havana","protein_coding","ENST00000622533","4","CHD1L-210","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003727274","1",NA,NA,NA,TRUE
"ENSG00000131778.151183","1","havana","exon",147272171,147272630,"+","ENSG00000131778","19","CHD1L","ensembl_havana","protein_coding","ENST00000651070","1","CHD1L-216","havana","nonsense_mediated_decay",NA,NA,"11","ENSE00003841638","1",NA,NA,NA,TRUE
"ENSG00000131778.151565","1","havana","exon",147294384,147294517,"+","ENSG00000131778","19","CHD1L","ensembl_havana","protein_coding","ENST00000651231","1","CHD1L-220","havana","nonsense_mediated_decay","cds_start_NF",NA,"23","ENSE00003850207","1",NA,NA,NA,TRUE
"ENSG00000131781.150140","1","havana","exon",147201152,147201343,"-","ENSG00000131781","13","FMO5","ensembl_havana","protein_coding","ENST00000527849","5","FMO5-205","havana","nonsense_mediated_decay",NA,"5","7","ENSE00002156254","1",NA,NA,NA,TRUE
"ENSG00000131844.826784","5","havana","exon",71643771,71643895,"+","ENSG00000131844","16","MCCC2","ensembl_havana","protein_coding","ENST00000512218","6","MCCC2-208","havana","nonsense_mediated_decay",NA,"2","11","ENSE00002040551","2",NA,NA,NA,TRUE
"ENSG00000131873.2188410","15","havana","exon",101187993,101188219,"-","ENSG00000131873","7","CHSY1","ensembl_havana","protein_coding","ENST00000543813","2","CHSY1-202","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00002205722","2",NA,NA,NA,TRUE
"ENSG00000131943.2699130","19","havana","exon",29705274,29705394,"-","ENSG00000131943","17","C19orf12","ensembl_havana","protein_coding","ENST00000342680","5","C19orf12-202","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002720904","1",NA,NA,NA,TRUE
"ENSG00000131951.2027658","14","havana","exon",60018346,60018479,"+","ENSG00000131951","11","LRRC9","havana","protein_coding","ENST00000254271","8","LRRC9-201","havana","nonsense_mediated_decay",NA,"2","25","ENSE00001630574","1",NA,NA,NA,TRUE
"ENSG00000131951.2027780","14","havana","exon",60053875,60054019,"+","ENSG00000131951","11","LRRC9","havana","protein_coding","ENST00000568404","1","LRRC9-205","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00002614860","1",NA,NA,NA,TRUE
"ENSG00000131951.2027795","14","havana","exon",60059061,60059116,"+","ENSG00000131951","11","LRRC9","havana","protein_coding","ENST00000644811","1","LRRC9-207","havana","nonsense_mediated_decay","cds_start_NF",NA,"3","ENSE00003828803","1",NA,NA,NA,TRUE
"ENSG00000131966.2024771","14","havana","exon",58207049,58207183,"+","ENSG00000131966","14","ACTR10","ensembl_havana","protein_coding","ENST00000556243","5","ACTR10-210","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002459560","1",NA,NA,NA,TRUE
"ENSG00000131966.2024803","14","havana","exon",58231080,58231153,"+","ENSG00000131966","14","ACTR10","ensembl_havana","protein_coding","ENST00000554402","6","ACTR10-204","havana","nonsense_mediated_decay","cds_start_NF","1","12","ENSE00002517300","2",NA,NA,NA,TRUE
"ENSG00000132017.2672387","19","havana","exon",13953030,13953308,"+","ENSG00000132017","10","DCAF15","ensembl_havana","protein_coding","ENST00000591802","1","DCAF15-206","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002940037","1",NA,NA,NA,TRUE
"ENSG00000132122.86413","1","havana","exon",48411464,48411604,"-","ENSG00000132122","12","SPATA6","ensembl_havana","protein_coding","ENST00000487543","2","SPATA6-208","havana","nonsense_mediated_decay",NA,"5","4","ENSE00001886435","1",NA,NA,NA,TRUE
"ENSG00000132128.83472","1","havana","exon",46279182,46279614,"-","ENSG00000132128","16","LRRC41","ensembl_havana","protein_coding","ENST00000472710","2","LRRC41-203","havana","nonsense_mediated_decay",NA,"2","7","ENSE00001887461","1",NA,NA,NA,TRUE
"ENSG00000132128.83488","1","havana","exon",46285005,46286499,"-","ENSG00000132128","16","LRRC41","ensembl_havana","protein_coding","ENST00000498402","2","LRRC41-205","havana","nonsense_mediated_decay",NA,"2","4","ENSE00001873563","2",NA,NA,NA,TRUE
"ENSG00000132153.528860","3","havana","exon",47819236,47819264,"+","ENSG00000132153","15","DHX30","ensembl_havana","protein_coding","ENST00000415400","5","DHX30-203","havana","nonsense_mediated_decay",NA,"5","5","ENSE00003595188","1",NA,NA,NA,TRUE
"ENSG00000132153.528886","3","havana","exon",47819236,47819264,"+","ENSG00000132153","15","DHX30","ensembl_havana","protein_coding","ENST00000395745","6","DHX30-202","havana","nonsense_mediated_decay",NA,"1","5","ENSE00003595188","1",NA,NA,NA,TRUE
"ENSG00000132153.528986","3","havana","exon",47819236,47819264,"+","ENSG00000132153","15","DHX30","ensembl_havana","protein_coding","ENST00000441384","5","DHX30-204","havana","nonsense_mediated_decay",NA,"2","5","ENSE00003595188","1",NA,NA,NA,TRUE
"ENSG00000132196.192302","1","havana","exon",162800213,162800314,"+","ENSG00000132196","14","HSD17B7","ensembl_havana","protein_coding","ENST00000470195","2","HSD17B7-206","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002238722","1",NA,NA,NA,TRUE
"ENSG00000132199.2500129","18","havana","exon",690549,690745,"-","ENSG00000132199","20","ENOSF1","ensembl_havana","protein_coding","ENST00000581475","5","ENOSF1-210","havana","nonsense_mediated_decay",NA,"1","6","ENSE00002721418","1",NA,NA,NA,TRUE
"ENSG00000132275.1508309","11","havana","exon",6600926,6601602,"-","ENSG00000132275","11","RRP8","ensembl_havana","protein_coding","ENST00000533907","1","RRP8-204","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002169775","1",NA,NA,NA,TRUE
"ENSG00000132275.1508322","11","havana","exon",6601852,6602264,"-","ENSG00000132275","11","RRP8","ensembl_havana","protein_coding","ENST00000530762","1","RRP8-203","havana","nonsense_mediated_decay",NA,"2","2","ENSE00002197198","1",NA,NA,NA,TRUE
"ENSG00000132286.1507893","11","havana","exon",6482045,6482289,"+","ENSG00000132286","12","TIMM10B","ensembl_havana","protein_coding","ENST00000531462","5","TIMM10B-204","havana","nonsense_mediated_decay",NA,"3","2","ENSE00003479054","1",NA,NA,NA,TRUE
"ENSG00000132286.1507906","11","havana","exon",6482045,6482289,"+","ENSG00000132286","12","TIMM10B","ensembl_havana","protein_coding","ENST00000533379","1","TIMM10B-205","havana","nonsense_mediated_decay","CCDS","2","3","ENSE00003479054","1",NA,NA,"CCDS7766",TRUE
"ENSG00000132300.339930","2","havana","exon",86110978,86111158,"+","ENSG00000132300","19","PTCD3","ensembl_havana","protein_coding","ENST00000418628","5","PTCD3-204","havana","nonsense_mediated_decay",NA,"4","4","ENSE00001594374","1",NA,NA,NA,TRUE
"ENSG00000132305.340331","2","havana","exon",86171208,86171381,"-","ENSG00000132305","20","IMMT","ensembl_havana","protein_coding","ENST00000409258","2","IMMT-203","havana","nonsense_mediated_decay",NA,"1","5","ENSE00001648403","1",NA,NA,NA,TRUE
"ENSG00000132330.470978","2","havana","exon",238068069,238068165,"+","ENSG00000132330","18","SCLY","ensembl_havana","protein_coding","ENST00000446202","5","SCLY-212","havana","nonsense_mediated_decay",NA,"4","3","ENSE00001656004","1",NA,NA,NA,TRUE
"ENSG00000132330.471014","2","havana","exon",238073783,238073847,"+","ENSG00000132330","18","SCLY","ensembl_havana","protein_coding","ENST00000423324","5","SCLY-206","havana","nonsense_mediated_decay",NA,"4","3","ENSE00003661981","1",NA,NA,NA,TRUE
"ENSG00000132334.1763648","10","havana","exon",128070808,128071741,"+","ENSG00000132334","16","PTPRE","ensembl_havana","protein_coding","ENST00000479896","1","PTPRE-208","havana","nonsense_mediated_decay",NA,"2","12","ENSE00001811381","1",NA,NA,NA,TRUE
"ENSG00000132341.1929991","12","havana","exon",130874551,130874733,"+","ENSG00000132341","12","RAN","ensembl_havana","protein_coding","ENST00000536606","5","RAN-207","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00002244724","1",NA,NA,NA,TRUE
"ENSG00000132376.2327757","17","havana","exon",1513453,1513554,"-","ENSG00000132376","20","INPP5K","ensembl_havana","protein_coding","ENST00000576646","7","INPP5K-220","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00002659632","1",NA,NA,NA,TRUE
"ENSG00000132376.2327777","17","havana","exon",1509168,1509353,"-","ENSG00000132376","20","INPP5K","ensembl_havana","protein_coding","ENST00000573790","5","INPP5K-216","havana","nonsense_mediated_decay",NA,"3","4","ENSE00003466649","1",NA,NA,NA,TRUE
"ENSG00000132376.2327807","17","havana","exon",1513453,1513554,"-","ENSG00000132376","20","INPP5K","ensembl_havana","protein_coding","ENST00000445774","2","INPP5K-205","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002659632","1",NA,NA,NA,TRUE
"ENSG00000132386.2329211","17","havana","exon",1770834,1771184,"+","ENSG00000132386","11","SERPINF1","ensembl_havana","protein_coding","ENST00000573770","5","SERPINF1-210","havana","nonsense_mediated_decay",NA,"3","4","ENSE00002676002","1",NA,NA,NA,TRUE
"ENSG00000132424.1002195","6","havana","exon",99403829,99404702,"-","ENSG00000132424","16","PNISR","ensembl_havana","protein_coding","ENST00000478777","5","PNISR-207","havana","nonsense_mediated_decay",NA,"2","9","ENSE00001886884","1",NA,NA,NA,TRUE
"ENSG00000132434.1093739","7","havana","exon",55379647,55379833,"+","ENSG00000132434","9","LANCL2","ensembl_havana","protein_coding","ENST00000452107","6","LANCL2-202","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00001787367","1",NA,NA,NA,TRUE
"ENSG00000132471.2474988","17","havana","exon",75846336,75846787,"-","ENSG00000132471","12","WBP2","ensembl_havana","protein_coding","ENST00000591831","5","WBP2-216","havana","nonsense_mediated_decay",NA,"5","7","ENSE00002905527","1",NA,NA,NA,TRUE
"ENSG00000132471.2475035","17","havana","exon",75852656,75852820,"-","ENSG00000132471","12","WBP2","ensembl_havana","protein_coding","ENST00000588373","5","WBP2-208","havana","nonsense_mediated_decay",NA,"2","2","ENSE00003564461","1",NA,NA,NA,TRUE
"ENSG00000132478.2474494","17","havana","exon",75792313,75792478,"+","ENSG00000132478","10","UNK","ensembl_havana","protein_coding","ENST00000587501","1","UNK-204","havana","nonsense_mediated_decay",NA,"1","2","ENSE00003689112","1",NA,NA,NA,TRUE
"ENSG00000132478.2474505","17","havana","exon",75791760,75792019,"+","ENSG00000132478","10","UNK","ensembl_havana","protein_coding","ENST00000586527","1","UNK-202","havana","nonsense_mediated_decay",NA,"1","2","ENSE00002845059","1",NA,NA,NA,TRUE
"ENSG00000132478.2474518","17","havana","exon",75808948,75809039,"+","ENSG00000132478","10","UNK","ensembl_havana","protein_coding","ENST00000592629","1","UNK-208","havana","nonsense_mediated_decay",NA,"3","2","ENSE00002846478","1",NA,NA,NA,TRUE
"ENSG00000132478.2474531","17","havana","exon",75812148,75812360,"+","ENSG00000132478","10","UNK","ensembl_havana","protein_coding","ENST00000586217","1","UNK-201","havana","nonsense_mediated_decay","cds_start_NF","3","1","ENSE00002879579","1",NA,NA,NA,TRUE
"ENSG00000132530.2341704","17","havana","exon",6759256,6759718,"+","ENSG00000132530","17","XAF1","ensembl_havana","protein_coding","ENST00000575369","5","XAF1-216","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002643584","1",NA,NA,NA,TRUE
"ENSG00000132530.2341780","17","havana","exon",6761886,6762037,"+","ENSG00000132530","17","XAF1","ensembl_havana","protein_coding","ENST00000572546","5","XAF1-208","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002648269","1",NA,NA,NA,TRUE
"ENSG00000132530.2341804","17","havana","exon",6761886,6762037,"+","ENSG00000132530","17","XAF1","ensembl_havana","protein_coding","ENST00000576724","5","XAF1-219","havana","nonsense_mediated_decay",NA,"3","5","ENSE00002648269","1",NA,NA,NA,TRUE
"ENSG00000132530.2341834","17","havana","exon",6759841,6759881,"+","ENSG00000132530","17","XAF1","ensembl_havana","protein_coding","ENST00000575147","5","XAF1-214","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002669088","1",NA,NA,NA,TRUE
"ENSG00000132530.2341864","17","havana","exon",6759256,6759519,"+","ENSG00000132530","17","XAF1","ensembl_havana","protein_coding","ENST00000571135","5","XAF1-203","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002673878","1",NA,NA,NA,TRUE
"ENSG00000132541.1351179","8","havana","exon",98108646,98108713,"-","ENSG00000132541","11","RIDA","ensembl_havana","protein_coding","ENST00000522791","5","RIDA-206","havana","nonsense_mediated_decay",NA,"2","2","ENSE00002119931","1",NA,NA,NA,TRUE
"ENSG00000132554.1352715","8","havana","exon",100054334,100054423,"-","ENSG00000132554","20","RGS22","ensembl_havana","protein_coding","ENST00000519725","5","RGS22-210","havana","nonsense_mediated_decay",NA,"1","10","ENSE00002115632","1",NA,NA,NA,TRUE
"ENSG00000132561.1350963","8","havana","exon",98021210,98021327,"+","ENSG00000132561","14","MATN2","ensembl_havana","protein_coding","ENST00000521952","5","MATN2-212","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00002107224","1",NA,NA,NA,TRUE
"ENSG00000132581.2378662","17","havana","exon",28651486,28651577,"-","ENSG00000132581","10","SDF2","ensembl_havana","protein_coding","ENST00000591903","1","SDF2-209","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00003574009","1",NA,NA,NA,TRUE
"ENSG00000132591.2380093","17","havana","exon",28856505,28856685,"+","ENSG00000132591","12","ERAL1","ensembl_havana","protein_coding","ENST00000412138","6","ERAL1-202","havana","nonsense_mediated_decay",NA,"5","3","ENSE00001618907","1",NA,NA,NA,TRUE
"ENSG00000132600.2293261","16","havana","exon",68353395,68353566,"+","ENSG00000132600","16","PRMT7","ensembl_havana","protein_coding","ENST00000568975","5","PRMT7-225","havana","nonsense_mediated_decay",NA,"2","14","ENSE00002581684","1",NA,NA,NA,TRUE
"ENSG00000132604.2295193","16","havana","exon",69368376,69368595,"-","ENSG00000132604","11","TERF2","ensembl_havana","protein_coding","ENST00000564982","6","TERF2-202","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00002593854","1",NA,NA,NA,TRUE
"ENSG00000132677.179021","1","havana","exon",156374607,156374729,"+","ENSG00000132677","13","RHBG","ensembl_havana","protein_coding","ENST00000451864","6","RHBG-201","havana","nonsense_mediated_decay",NA,"2","2","ENSE00003661580","1",NA,NA,NA,TRUE
"ENSG00000132677.179044","1","havana","exon",156374607,156374729,"+","ENSG00000132677","13","RHBG","ensembl_havana","protein_coding","ENST00000613460","4","RHBG-206","havana","nonsense_mediated_decay",NA,"1","2","ENSE00003661580","1",NA,NA,NA,TRUE
"ENSG00000132677.179108","1","havana","exon",156374607,156374729,"+","ENSG00000132677","13","RHBG","ensembl_havana","protein_coding","ENST00000620376","4","RHBG-208","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00003661580","1",NA,NA,NA,TRUE
"ENSG00000132692.180062","1","havana","exon",156647346,156647394,"+","ENSG00000132692","19","BCAN","ensembl_havana","protein_coding","ENST00000491823","1","BCAN-207","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001878618","1",NA,NA,NA,TRUE
"ENSG00000132716.185334","1","havana","exon",160221087,160221210,"-","ENSG00000132716","18","DCAF8","ensembl_havana","protein_coding","ENST00000490368","5","DCAF8-215","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00001884814","1",NA,NA,NA,TRUE
"ENSG00000132740.1594162","11","havana","exon",68906069,68906384,"+","ENSG00000132740","8","IGHMBP2","ensembl_havana","protein_coding","ENST00000545146","1","IGHMBP2-210","havana","nonsense_mediated_decay",NA,"3","2","ENSE00002319042","1",NA,NA,NA,TRUE
"ENSG00000132768.76864","1","havana","exon",43970596,43970817,"+","ENSG00000132768","14","DPH2","ensembl_havana","protein_coding","ENST00000476260","1","DPH2-205","havana","nonsense_mediated_decay",NA,"5","2","ENSE00003573845","1",NA,NA,NA,TRUE
"ENSG00000132768.76934","1","havana","exon",43970906,43971189,"+","ENSG00000132768","14","DPH2","ensembl_havana","protein_coding","ENST00000492306","5","DPH2-208","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003482063","1",NA,NA,NA,TRUE
"ENSG00000132780.81586","1","havana","exon",45600385,45600457,"+","ENSG00000132780","17","NASP","ensembl_havana","protein_coding","ENST00000437362","6","NASP-204","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003475541","1",NA,NA,NA,TRUE
"ENSG00000132780.81652","1","havana","exon",45594694,45594773,"+","ENSG00000132780","17","NASP","ensembl_havana","protein_coding","ENST00000528084","5","NASP-215","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002143298","1",NA,NA,NA,TRUE
"ENSG00000132780.81686","1","havana","exon",45588651,45588948,"+","ENSG00000132780","17","NASP","ensembl_havana","protein_coding","ENST00000530840","5","NASP-219","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002148663","1",NA,NA,NA,TRUE
"ENSG00000132780.81701","1","havana","exon",45594694,45594773,"+","ENSG00000132780","17","NASP","ensembl_havana","protein_coding","ENST00000531532","5","NASP-220","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002143298","1",NA,NA,NA,TRUE
"ENSG00000132780.81718","1","havana","exon",45600385,45600457,"+","ENSG00000132780","17","NASP","ensembl_havana","protein_coding","ENST00000529333","5","NASP-217","havana","nonsense_mediated_decay",NA,"4","3","ENSE00003475541","1",NA,NA,NA,TRUE
